experiment_id,cross_id,brood_id,vial_unique_id,treatment_id,data_collector,raw_egg_count,wall_egg_count,drip_egg_count,hole_egg_count,total_egg_count
SK_14,19,I,SK_14_19_I,multiply_marked,EH,119,0,0,0,119
SK_14,1,J,SK_14_1_J,multiply_marked,EH,148,0,0,0,148
SK_14,3,J,SK_14_3_J,multiply_marked,EH,102,0,0,0,102
SK_14,5,J,SK_14_5_J,multiply_marked,EH,126,0,0,0,126
SK_14,6,J,SK_14_6_J,multiply_marked,EH,211,0,0,0,211
SK_14,8,J,SK_14_8_J,multiply_marked,EH,203,0,0,0,203
SK_14,12,J,SK_14_12_J,multiply_marked,EH,132,0,0,0,132
SK_14,14,J,SK_14_14_J,multiply_marked,EH,187,0,0,0,187
SK_14,17,J,SK_14_17_J,multiply_marked,EH,128,0,0,0,128
SK_14,18,J,SK_14_18_J,multiply_marked,EH,172,0,0,0,172
SK_14,19,J,SK_14_19_J,multiply_marked,EH,152,0,0,0,152
